term,beta,se,z,p,ci_low,ci_high,odds_ratio,or_ci_low,or_ci_high
"C(emotion_condition, Treatment(reference='Neutral'))[T.Negative]",-0.0841236374556284,0.06406624157335546,-1.3130727726443472,0.18915842750194456,-0.20969116356424783,0.041443888652991034,0.9193175869810207,0.8108346225803092,1.0423146745301926
"C(emotion_condition, Treatment(reference='Neutral'))[T.Positive]",0.0015111805665663199,0.05678888027592684,0.0266105011971317,0.9787703974824981,-0.10979297949660732,0.11281534062973997,1.0015123229753082,0.8960196105280992,1.1194252015089607
