term,beta,se,z,p,ci_low,ci_high,rt_ratio,percent_change,percent_ci_low,percent_ci_high
"C(emotion_condition, Treatment(reference='Neutral'))[T.Negative]",-0.2678214879309115,0.015422093056365153,-17.366092070127515,1.4903702833905788e-67,-0.29804823488761245,-0.23759474097421054,0.7650443385617453,-23.495566143825474,-25.7734464210416,-21.147781791758145
