hypothesis,comparison,participants,accuracy_observations,rt_observations,accuracy_beta,accuracy_or,accuracy_p,rt_beta_log,rt_percent_change,rt_p,assessment
H2,Negative vs Neutral,23,11880,9533,-0.08102083454708846,0.9221744781568697,0.2095942360896137,-0.2678214879309115,-23.495566143825474,1.4903702833905788e-67,not supported
