participant_name,order,group_id,sex,age,order_event,session_id,block_name,trial_name,event_name,cumulative_time,participant_response,key,pressed_or_released,correct_response,r_reaction_time,cr
1101.0,AutoBiography(AB) first,B to A,M,26.0,27.0,FIRST,pre N-back,"LOP_n=1, 1",Q,164467.0,Z,2.0,Pressed,/; Z,425,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,30.0,FIRST,pre N-back,"LOP_n=1, 2",Q,167452.0,Z,2.0,Pressed,/; Z,1375,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,33.0,FIRST,pre N-back,"LOP_n=1, 3",Q,169590.0,Z,2.0,Pressed,/; Z,523,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,36.0,FIRST,pre N-back,"LOP_n=1, 4",Q,171550.0,Z,2.0,Pressed,/; Z,345,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,39.0,FIRST,pre N-back,"LOP_n=1, 5",Q,173487.0,Z,2.0,Pressed,/; Z,327,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,42.0,FIRST,pre N-back,"LOP_n=1, 6",Q,175400.0,/,/,Pressed,/; Z,298,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,45.0,FIRST,pre N-back,"LOP_n=1, 7",Q,177071.0,Z,2.0,Pressed,/; Z,55,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,48.0,FIRST,pre N-back,"LOP_n=1, 8",Q,178760.0,Z,2.0,Pressed,/; Z,77,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,51.0,FIRST,pre N-back,"LOP_n=1, 9",Q,180502.0,Z,2.0,Pressed,/; Z,131,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,54.0,FIRST,pre N-back,"LOP_n=1, 10",Q,182233.0,Z,2.0,Pressed,/; Z,115,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,57.0,FIRST,pre N-back,"LOP_n=1, 11",Q,184041.0,Z,2.0,Pressed,/; Z,194,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,60.0,FIRST,pre N-back,"LOP_n=1, 12",Q,185789.0,Z,2.0,Pressed,/; Z,132,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,63.0,FIRST,pre N-back,"LOP_n=1, 13",Q,187520.0,Z,2.0,Pressed,/; Z,120,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,66.0,FIRST,pre N-back,"LOP_n=1, 14",Q,189314.0,Z,2.0,Pressed,/; Z,184,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,69.0,FIRST,pre N-back,"LOP_n=1, 15",Q,191095.0,Z,2.0,Pressed,/; Z,169,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,72.0,FIRST,pre N-back,"LOP_n=1, 16",Q,192832.0,Z,2.0,Pressed,/; Z,127,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,75.0,FIRST,pre N-back,"LOP_n=1, 17",Q,194688.0,/,/,Pressed,/; Z,241,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,78.0,FIRST,pre N-back,"LOP_n=1, 18",Q,196407.0,Z,2.0,Pressed,/; Z,109,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,81.0,FIRST,pre N-back,"LOP_n=1, 19",Q,198252.0,Z,2.0,Pressed,/; Z,235,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,84.0,FIRST,pre N-back,"LOP_n=1, 20",Q,200016.0,Z,2.0,Pressed,/; Z,154,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,87.0,FIRST,pre N-back,"LOP_n=1, 21",Q,201896.0,Z,2.0,Pressed,/; Z,271,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,90.0,FIRST,pre N-back,"LOP_n=1, 22",Q,203565.0,Z,2.0,Pressed,/; Z,59,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,93.0,FIRST,pre N-back,"LOP_n=1, 23",Q,205317.0,Z,2.0,Pressed,/; Z,136,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,96.0,FIRST,pre N-back,"LOP_n=1, 24",Q,207003.0,Z,2.0,Pressed,/; Z,76,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,99.0,FIRST,pre N-back,"LOP_n=1, 25",Q,208844.0,Z,2.0,Pressed,/; Z,230,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,102.0,FIRST,pre N-back,"LOP_n=1, 26",Q,210637.0,Z,2.0,Pressed,/; Z,178,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,105.0,FIRST,pre N-back,"LOP_n=1, 27",Q,212395.0,Z,2.0,Pressed,/; Z,148,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,108.0,FIRST,pre N-back,"LOP_n=1, 28",Q,214228.0,Z,2.0,Pressed,/; Z,218,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,111.0,FIRST,pre N-back,"LOP_n=1, 29",Q,216091.0,Z,2.0,Pressed,/; Z,253,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,114.0,FIRST,pre N-back,"LOP_n=1, 30",Q,217853.0,Z,2.0,Pressed,/; Z,146,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,124.0,FIRST,pre N-back,"LOP_n=2, 1",Q,234722.0,Z,2.0,Pressed,/; Z,1221,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,127.0,FIRST,pre N-back,"LOP_n=2, 2",Q,236767.0,Z,2.0,Pressed,/; Z,437,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,130.0,FIRST,pre N-back,"LOP_n=2, 3",Q,238645.0,Z,2.0,Pressed,/; Z,271,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,133.0,FIRST,pre N-back,"LOP_n=2, 4",Q,241705.0,Z,2.0,Pressed,/; Z,1453,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,136.0,FIRST,pre N-back,"LOP_n=2, 5",Q,244277.0,Z,2.0,Pressed,/; Z,964,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,139.0,FIRST,pre N-back,"LOP_n=2, 6",Q,246561.0,Z,2.0,Pressed,/; Z,678,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,142.0,FIRST,pre N-back,"LOP_n=2, 7",Q,249065.0,Z,2.0,Pressed,/; Z,897,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,145.0,FIRST,pre N-back,"LOP_n=2, 8",Q,251021.0,Z,2.0,Pressed,/; Z,351,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,148.0,FIRST,pre N-back,"LOP_n=2, 9",Q,253740.0,Z,2.0,Pressed,/; Z,1112,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,151.0,FIRST,pre N-back,"LOP_n=2, 10",Q,256219.0,Z,2.0,Pressed,/; Z,874,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,154.0,FIRST,pre N-back,"LOP_n=2, 11",Q,260770.0,Z,2.0,Pressed,/; Z,2943,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,157.0,FIRST,pre N-back,"LOP_n=2, 12",Q,263002.0,Z,2.0,Pressed,/; Z,624,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,160.0,FIRST,pre N-back,"LOP_n=2, 13",Q,265163.0,Z,2.0,Pressed,/; Z,554,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,163.0,FIRST,pre N-back,"LOP_n=2, 14",Q,267580.0,Z,2.0,Pressed,/; Z,810,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,166.0,FIRST,pre N-back,"LOP_n=2, 15",Q,269918.0,Z,2.0,Pressed,/; Z,731,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,169.0,FIRST,pre N-back,"LOP_n=2, 16",Q,272710.0,Z,2.0,Pressed,/; Z,1187,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,172.0,FIRST,pre N-back,"LOP_n=2, 17",Q,277998.0,/,/,Pressed,/; Z,3682,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,175.0,FIRST,pre N-back,"LOP_n=2, 18",Q,280930.0,Z,2.0,Pressed,/; Z,1326,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,178.0,FIRST,pre N-back,"LOP_n=2, 19",Q,283632.0,Z,2.0,Pressed,/; Z,1094,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,181.0,FIRST,pre N-back,"LOP_n=2, 20",Q,285575.0,/,/,Pressed,/; Z,337,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,184.0,FIRST,pre N-back,"LOP_n=2, 21",Q,288803.0,Z,2.0,Pressed,/; Z,1621,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,187.0,FIRST,pre N-back,"LOP_n=2, 22",Q,290796.0,Z,2.0,Pressed,/; Z,385,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,190.0,FIRST,pre N-back,"LOP_n=2, 23",Q,293206.0,Z,2.0,Pressed,/; Z,803,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,193.0,FIRST,pre N-back,"LOP_n=2, 24",Q,295204.0,Z,2.0,Pressed,/; Z,390,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,196.0,FIRST,pre N-back,"LOP_n=2, 25",Q,297374.0,Z,2.0,Pressed,/; Z,563,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,199.0,FIRST,pre N-back,"LOP_n=2, 26",Q,299271.0,Z,2.0,Pressed,/; Z,290,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,202.0,FIRST,pre N-back,"LOP_n=2, 27",Q,301208.0,/,/,Pressed,/; Z,332,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,205.0,FIRST,pre N-back,"LOP_n=2, 28",Q,303176.0,Z,2.0,Pressed,/; Z,360,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,208.0,FIRST,pre N-back,"LOP_n=2, 29",Q,305159.0,Z,2.0,Pressed,/; Z,378,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,211.0,FIRST,pre N-back,"LOP_n=2, 30",Q,309476.0,Z,2.0,Pressed,/; Z,2708,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,214.0,FIRST,pre N-back,"LOP_n=2, 31",Q,311344.0,Z,2.0,Pressed,/; Z,260,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,217.0,FIRST,pre N-back,"LOP_n=2, 32",Q,313658.0,/,/,Pressed,/; Z,706,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,220.0,FIRST,pre N-back,"LOP_n=2, 33",Q,317243.0,Z,2.0,Pressed,/; Z,1977,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,223.0,FIRST,pre N-back,"LOP_n=2, 34",Q,319568.0,Z,2.0,Pressed,/; Z,719,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,226.0,FIRST,pre N-back,"LOP_n=2, 35",Q,321194.0,Z,2.0,Pressed,/; Z,19,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,229.0,FIRST,pre N-back,"LOP_n=2, 36",Q,325836.0,/,/,Pressed,/; Z,3035,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,232.0,FIRST,pre N-back,"LOP_n=2, 37",Q,328044.0,Z,2.0,Pressed,/; Z,602,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,235.0,FIRST,pre N-back,"LOP_n=2, 38",Q,330887.0,Z,2.0,Pressed,/; Z,1237,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,238.0,FIRST,pre N-back,"LOP_n=2, 39",Q,332897.0,Z,2.0,Pressed,/; Z,403,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,241.0,FIRST,pre N-back,"LOP_n=2, 40",Q,334770.0,/,/,Pressed,/; Z,266,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,244.0,FIRST,pre N-back,"LOP_n=2, 41",Q,337178.0,Z,2.0,Pressed,/; Z,803,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,247.0,FIRST,pre N-back,"LOP_n=2, 42",Q,339704.0,/,/,Pressed,/; Z,920,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,250.0,FIRST,pre N-back,"LOP_n=2, 43",Q,341554.0,Z,2.0,Pressed,/; Z,243,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,253.0,FIRST,pre N-back,"LOP_n=2, 44",Q,344421.0,Z,2.0,Pressed,/; Z,1260,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,256.0,FIRST,pre N-back,"LOP_n=2, 45",Q,346362.0,Z,2.0,Pressed,/; Z,336,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,269.0,FIRST,pre N-back,"LOP_n=3, 1",Q,376394.0,Z,2.0,Pressed,/; Z,1372,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,272.0,FIRST,pre N-back,"LOP_n=3, 2",Q,380278.0,Z,2.0,Pressed,/; Z,2277,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,275.0,FIRST,pre N-back,"LOP_n=3, 3",Q,384192.0,Z,2.0,Pressed,/; Z,2307,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,278.0,FIRST,pre N-back,"LOP_n=3, 4",Q,389381.0,Z,2.0,Pressed,/; Z,3584,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,281.0,FIRST,pre N-back,"LOP_n=3, 5",Q,391630.0,Z,2.0,Pressed,/; Z,644,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,284.0,FIRST,pre N-back,"LOP_n=3, 6",Q,394899.0,Z,2.0,Pressed,/; Z,1661,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,287.0,FIRST,pre N-back,"LOP_n=3, 7",Q,398799.0,Z,2.0,Pressed,/; Z,2295,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,290.0,FIRST,pre N-back,"LOP_n=3, 8",Q,401887.0,/,/,Pressed,/; Z,1483,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,293.0,FIRST,pre N-back,"LOP_n=3, 9",Q,404360.0,Z,2.0,Pressed,/; Z,868,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,296.0,FIRST,pre N-back,"LOP_n=3, 10",Q,408317.0,Z,2.0,Pressed,/; Z,2352,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,299.0,FIRST,pre N-back,"LOP_n=3, 11",Q,410402.0,Z,2.0,Pressed,/; Z,478,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,302.0,FIRST,pre N-back,"LOP_n=3, 12",Q,414236.0,Z,2.0,Pressed,/; Z,2227,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,305.0,FIRST,pre N-back,"LOP_n=3, 13",Q,416898.0,Z,2.0,Pressed,/; Z,1055,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,308.0,FIRST,pre N-back,"LOP_n=3, 14",Q,418854.0,/,/,Pressed,/; Z,349,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,311.0,FIRST,pre N-back,"LOP_n=3, 15",Q,420857.0,Z,2.0,Pressed,/; Z,396,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,314.0,FIRST,pre N-back,"LOP_n=3, 16",Q,424338.0,Z,2.0,Pressed,/; Z,1874,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,317.0,FIRST,pre N-back,"LOP_n=3, 17",Q,427817.0,/,/,Pressed,/; Z,1871,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,320.0,FIRST,pre N-back,"LOP_n=3, 18",Q,431080.0,/,/,Pressed,/; Z,1658,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,323.0,FIRST,pre N-back,"LOP_n=3, 19",Q,433171.0,Z,2.0,Pressed,/; Z,486,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,326.0,FIRST,pre N-back,"LOP_n=3, 20",Q,435032.0,Z,2.0,Pressed,/; Z,256,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,329.0,FIRST,pre N-back,"LOP_n=3, 21",Q,437398.0,Z,2.0,Pressed,/; Z,761,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,332.0,FIRST,pre N-back,"LOP_n=3, 22",Q,439489.0,/,/,Pressed,/; Z,484,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,335.0,FIRST,pre N-back,"LOP_n=3, 23",Q,442078.0,/,/,Pressed,/; Z,984,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,338.0,FIRST,pre N-back,"LOP_n=3, 24",Q,444294.0,/,/,Pressed,/; Z,611,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,341.0,FIRST,pre N-back,"LOP_n=3, 25",Q,447793.0,Z,2.0,Pressed,/; Z,2124,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,344.0,FIRST,pre N-back,"LOP_n=3, 26",Q,450272.0,/,/,Pressed,/; Z,872,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,347.0,FIRST,pre N-back,"LOP_n=3, 27",Q,453135.0,Z,2.0,Pressed,/; Z,1258,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,350.0,FIRST,pre N-back,"LOP_n=3, 28",Q,455429.0,/,/,Pressed,/; Z,696,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,353.0,FIRST,pre N-back,"LOP_n=3, 29",Q,460733.0,Z,2.0,Pressed,/; Z,3697,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,356.0,FIRST,pre N-back,"LOP_n=3, 30",Q,463423.0,Z,2.0,Pressed,/; Z,1083,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,372.0,FIRST,pre N-back,"LOP_n=4, 1",Q,504390.0,Z,2.0,Pressed,/; Z,4560,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,375.0,FIRST,pre N-back,"LOP_n=4, 2",Q,508554.0,Z,2.0,Pressed,/; Z,2557,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,378.0,FIRST,pre N-back,"LOP_n=4, 3",Q,510646.0,Z,2.0,Pressed,/; Z,485,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,381.0,FIRST,pre N-back,"LOP_n=4, 4",Q,517141.0,/,/,Pressed,/; Z,4888,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,384.0,FIRST,pre N-back,"LOP_n=4, 5",Q,519155.0,/,/,Pressed,/; Z,407,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,387.0,FIRST,pre N-back,"LOP_n=4, 6",Q,522226.0,Z,2.0,Pressed,/; Z,1465,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,390.0,FIRST,pre N-back,"LOP_n=4, 7",Q,524931.0,Z,2.0,Pressed,/; Z,1099,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,393.0,FIRST,pre N-back,"LOP_n=4, 8",Q,527245.0,/,/,Pressed,/; Z,706,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,396.0,FIRST,pre N-back,"LOP_n=4, 9",Q,529366.0,Z,2.0,Pressed,/; Z,515,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,399.0,FIRST,pre N-back,"LOP_n=4, 10",Q,532183.0,/,/,Pressed,/; Z,1210,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,402.0,FIRST,pre N-back,"LOP_n=4, 11",Q,535660.0,/,/,Pressed,/; Z,1870,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,405.0,FIRST,pre N-back,"LOP_n=4, 12",Q,537790.0,/,/,Pressed,/; Z,522,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,408.0,FIRST,pre N-back,"LOP_n=4, 13",Q,539690.0,Z,2.0,Pressed,/; Z,295,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,411.0,FIRST,pre N-back,"LOP_n=4, 14",Q,541556.0,Z,2.0,Pressed,/; Z,258,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,414.0,FIRST,pre N-back,"LOP_n=4, 15",Q,543676.0,Z,2.0,Pressed,/; Z,515,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,417.0,FIRST,pre N-back,"LOP_n=4, 16",Q,545644.0,/,/,Pressed,/; Z,362,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,420.0,FIRST,pre N-back,"LOP_n=4, 17",Q,547429.0,Z,2.0,Pressed,/; Z,178,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,423.0,FIRST,pre N-back,"LOP_n=4, 18",Q,549283.0,Z,2.0,Pressed,/; Z,249,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,426.0,FIRST,pre N-back,"LOP_n=4, 19",Q,552298.0,/,/,Pressed,/; Z,1409,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,429.0,FIRST,pre N-back,"LOP_n=4, 20",Q,556938.0,/,/,Pressed,/; Z,3033,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,432.0,FIRST,pre N-back,"LOP_n=4, 21",Q,560977.0,Z,2.0,Pressed,/; Z,2432,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,435.0,FIRST,pre N-back,"LOP_n=4, 22",Q,562757.0,Z,2.0,Pressed,/; Z,172,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,438.0,FIRST,pre N-back,"LOP_n=4, 23",Q,564875.0,Z,2.0,Pressed,/; Z,512,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,441.0,FIRST,pre N-back,"LOP_n=4, 24",Q,566776.0,Z,2.0,Pressed,/; Z,295,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,444.0,FIRST,pre N-back,"LOP_n=4, 25",Q,568693.0,/,/,Pressed,/; Z,834,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,447.0,FIRST,pre N-back,"LOP_n=4, 26",Q,570808.0,Z,2.0,Pressed,/; Z,508,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,450.0,FIRST,pre N-back,"LOP_n=4, 27",Q,572618.0,Z,2.0,Pressed,/; Z,205,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,453.0,FIRST,pre N-back,"LOP_n=4, 28",Q,574839.0,Z,2.0,Pressed,/; Z,614,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,456.0,FIRST,pre N-back,"LOP_n=4, 29",Q,576864.0,Z,2.0,Pressed,/; Z,420,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,459.0,FIRST,pre N-back,"LOP_n=4, 30",Q,579291.0,/,/,Pressed,/; Z,821,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,476.0,FIRST,second N-BACK,"LOP_n=1, 1",Q,919090.0,Z,2.0,Pressed,/; Z,227,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,479.0,FIRST,second N-BACK,"LOP_n=1, 2",Q,921602.0,Z,2.0,Pressed,/; Z,905,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,482.0,FIRST,second N-BACK,"LOP_n=1, 3",Q,923442.0,Z,2.0,Pressed,/; Z,233,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,485.0,FIRST,second N-BACK,"LOP_n=1, 4",Q,925808.0,Z,2.0,Pressed,/; Z,794,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,488.0,FIRST,second N-BACK,"LOP_n=1, 5",Q,927699.0,Z,2.0,Pressed,/; Z,285,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,491.0,FIRST,second N-BACK,"LOP_n=1, 6",Q,929809.0,Z,2.0,Pressed,/; Z,503,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,494.0,FIRST,second N-BACK,"LOP_n=1, 7",Q,931544.0,Z,2.0,Pressed,/; Z,129,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,497.0,FIRST,second N-BACK,"LOP_n=1, 8",Q,933411.0,Z,2.0,Pressed,/; Z,261,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,500.0,FIRST,second N-BACK,"LOP_n=1, 9",Q,935034.0,Z,2.0,Pressed,/; Z,17,Incorrect
1101.0,AutoBiography(AB) first,B to A,M,26.0,503.0,FIRST,second N-BACK,"LOP_n=1, 10",Q,937062.0,/,/,Pressed,/; Z,421,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,506.0,FIRST,second N-BACK,"LOP_n=1, 11",Q,939016.0,Z,2.0,Pressed,/; Z,347,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,509.0,FIRST,second N-BACK,"LOP_n=1, 12",Q,941008.0,/,/,Pressed,/; Z,385,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,512.0,FIRST,second N-BACK,"LOP_n=1, 13",Q,943187.0,Z,2.0,Pressed,/; Z,571,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,515.0,FIRST,second N-BACK,"LOP_n=1, 14",Q,945026.0,Z,2.0,Pressed,/; Z,233,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,518.0,FIRST,second N-BACK,"LOP_n=1, 15",Q,946885.0,Z,2.0,Pressed,/; Z,253,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,521.0,FIRST,second N-BACK,"LOP_n=1, 16",Q,948749.0,Z,2.0,Pressed,/; Z,258,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,524.0,FIRST,second N-BACK,"LOP_n=1, 17",Q,950523.0,Z,2.0,Pressed,/; Z,168,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,527.0,FIRST,second N-BACK,"LOP_n=1, 18",Q,952171.0,Z,2.0,Pressed,/; Z,42,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,530.0,FIRST,second N-BACK,"LOP_n=1, 19",Q,954014.0,Z,2.0,Pressed,/; Z,235,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,533.0,FIRST,second N-BACK,"LOP_n=1, 20",Q,955861.0,Z,2.0,Pressed,/; Z,241,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,536.0,FIRST,second N-BACK,"LOP_n=1, 21",Q,957737.0,Z,2.0,Pressed,/; Z,269,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,539.0,FIRST,second N-BACK,"LOP_n=1, 22",Q,959597.0,Z,2.0,Pressed,/; Z,253,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,542.0,FIRST,second N-BACK,"LOP_n=1, 23",Q,961437.0,Z,2.0,Pressed,/; Z,234,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,545.0,FIRST,second N-BACK,"LOP_n=1, 24",Q,963241.0,Z,2.0,Pressed,/; Z,198,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,548.0,FIRST,second N-BACK,"LOP_n=1, 25",Q,964982.0,Z,2.0,Pressed,/; Z,133,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,551.0,FIRST,second N-BACK,"LOP_n=1, 26",Q,966713.0,Z,2.0,Pressed,/; Z,123,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,554.0,FIRST,second N-BACK,"LOP_n=1, 27",Q,968977.0,Z,2.0,Pressed,/; Z,899,Correct
1101.0,AutoBiography(AB) first,B to A,M,26.0,557.0,FIRST,second N-BACK,"LOP_n=1, 28",Q,970879.0,Z,2.0,Pressed,/; Z,294,Correct
