order,participant_group,participant_id,session_id,block_name,trial_name,event_name,cumulative_time,participant_response,key,pressed_or_released,correct_response,r_reaction_time,error_code,all_loction_trial_variable,cr,reaction_time_ms,correct_response_clean,accuracy,nback_level,session_number,rt_too_fast,rt_too_slow,rt_valid
27,B,1101,1st,n_back1,"LOP_n=1, 1",Q,164467,Z,Z,Pressed,/; Z,425,C,,Correct,425.0,/; Z,1,1,1,False,False,True
30,B,1101,1st,n_back1,"LOP_n=1, 2",Q,167452,Z,Z,Pressed,/; Z,1375,C,,Correct,1375.0,/; Z,1,1,1,False,False,True
33,B,1101,1st,n_back1,"LOP_n=1, 3",Q,169590,Z,Z,Pressed,/; Z,523,C,,Correct,523.0,/; Z,1,1,1,False,False,True
36,B,1101,1st,n_back1,"LOP_n=1, 4",Q,171550,Z,Z,Pressed,/; Z,345,C,,Correct,345.0,/; Z,1,1,1,False,False,True
39,B,1101,1st,n_back1,"LOP_n=1, 5",Q,173487,Z,Z,Pressed,/; Z,327,C,,Correct,327.0,/; Z,1,1,1,False,False,True
42,B,1101,1st,n_back1,"LOP_n=1, 6",Q,175400,/,/,Pressed,/; Z,298,C,,Correct,298.0,/; Z,1,1,1,False,False,True
45,B,1101,1st,n_back1,"LOP_n=1, 7",Q,177071,Z,Z,Pressed,/; Z,55,C,,Correct,55.0,/; Z,1,1,1,True,False,False
48,B,1101,1st,n_back1,"LOP_n=1, 8",Q,178760,Z,Z,Pressed,/; Z,77,C,,Correct,77.0,/; Z,1,1,1,True,False,False
51,B,1101,1st,n_back1,"LOP_n=1, 9",Q,180502,Z,Z,Pressed,/; Z,131,C,,Correct,131.0,/; Z,1,1,1,False,False,True
54,B,1101,1st,n_back1,"LOP_n=1, 10",Q,182233,Z,Z,Pressed,/; Z,115,C,,Incorrect,115.0,/; Z,0,1,1,False,False,True
57,B,1101,1st,n_back1,"LOP_n=1, 11",Q,184041,Z,Z,Pressed,/; Z,194,C,,Correct,194.0,/; Z,1,1,1,False,False,True
60,B,1101,1st,n_back1,"LOP_n=1, 12",Q,185789,Z,Z,Pressed,/; Z,132,C,,Correct,132.0,/; Z,1,1,1,False,False,True
63,B,1101,1st,n_back1,"LOP_n=1, 13",Q,187520,Z,Z,Pressed,/; Z,120,C,,Correct,120.0,/; Z,1,1,1,False,False,True
66,B,1101,1st,n_back1,"LOP_n=1, 14",Q,189314,Z,Z,Pressed,/; Z,184,C,,Correct,184.0,/; Z,1,1,1,False,False,True
69,B,1101,1st,n_back1,"LOP_n=1, 15",Q,191095,Z,Z,Pressed,/; Z,169,C,,Correct,169.0,/; Z,1,1,1,False,False,True
72,B,1101,1st,n_back1,"LOP_n=1, 16",Q,192832,Z,Z,Pressed,/; Z,127,C,,Correct,127.0,/; Z,1,1,1,False,False,True
75,B,1101,1st,n_back1,"LOP_n=1, 17",Q,194688,/,/,Pressed,/; Z,241,C,,Correct,241.0,/; Z,1,1,1,False,False,True
78,B,1101,1st,n_back1,"LOP_n=1, 18",Q,196407,Z,Z,Pressed,/; Z,109,C,,Correct,109.0,/; Z,1,1,1,False,False,True
81,B,1101,1st,n_back1,"LOP_n=1, 19",Q,198252,Z,Z,Pressed,/; Z,235,C,,Correct,235.0,/; Z,1,1,1,False,False,True
84,B,1101,1st,n_back1,"LOP_n=1, 20",Q,200016,Z,Z,Pressed,/; Z,154,C,,Incorrect,154.0,/; Z,0,1,1,False,False,True
87,B,1101,1st,n_back1,"LOP_n=1, 21",Q,201896,Z,Z,Pressed,/; Z,271,C,,Correct,271.0,/; Z,1,1,1,False,False,True
90,B,1101,1st,n_back1,"LOP_n=1, 22",Q,203565,Z,Z,Pressed,/; Z,59,C,,Correct,59.0,/; Z,1,1,1,True,False,False
93,B,1101,1st,n_back1,"LOP_n=1, 23",Q,205317,Z,Z,Pressed,/; Z,136,C,,Correct,136.0,/; Z,1,1,1,False,False,True
96,B,1101,1st,n_back1,"LOP_n=1, 24",Q,207003,Z,Z,Pressed,/; Z,76,C,,Correct,76.0,/; Z,1,1,1,True,False,False
99,B,1101,1st,n_back1,"LOP_n=1, 25",Q,208844,Z,Z,Pressed,/; Z,230,C,,Correct,230.0,/; Z,1,1,1,False,False,True
102,B,1101,1st,n_back1,"LOP_n=1, 26",Q,210637,Z,Z,Pressed,/; Z,178,C,,Correct,178.0,/; Z,1,1,1,False,False,True
105,B,1101,1st,n_back1,"LOP_n=1, 27",Q,212395,Z,Z,Pressed,/; Z,148,C,,Correct,148.0,/; Z,1,1,1,False,False,True
108,B,1101,1st,n_back1,"LOP_n=1, 28",Q,214228,Z,Z,Pressed,/; Z,218,C,,Correct,218.0,/; Z,1,1,1,False,False,True
111,B,1101,1st,n_back1,"LOP_n=1, 29",Q,216091,Z,Z,Pressed,/; Z,253,C,,Correct,253.0,/; Z,1,1,1,False,False,True
114,B,1101,1st,n_back1,"LOP_n=1, 30",Q,217853,Z,Z,Pressed,/; Z,146,C,,Correct,146.0,/; Z,1,1,1,False,False,True
124,B,1101,1st,n_back1,"LOP_n=2, 1",Q,234722,Z,Z,Pressed,/; Z,1221,C,,Correct,1221.0,/; Z,1,2,1,False,False,True
127,B,1101,1st,n_back1,"LOP_n=2, 2",Q,236767,Z,Z,Pressed,/; Z,437,C,,Correct,437.0,/; Z,1,2,1,False,False,True
130,B,1101,1st,n_back1,"LOP_n=2, 3",Q,238645,Z,Z,Pressed,/; Z,271,C,,Correct,271.0,/; Z,1,2,1,False,False,True
133,B,1101,1st,n_back1,"LOP_n=2, 4",Q,241705,Z,Z,Pressed,/; Z,1453,C,,Correct,1453.0,/; Z,1,2,1,False,False,True
136,B,1101,1st,n_back1,"LOP_n=2, 5",Q,244277,Z,Z,Pressed,/; Z,964,C,,Correct,964.0,/; Z,1,2,1,False,False,True
139,B,1101,1st,n_back1,"LOP_n=2, 6",Q,246561,Z,Z,Pressed,/; Z,678,C,,Correct,678.0,/; Z,1,2,1,False,False,True
142,B,1101,1st,n_back1,"LOP_n=2, 7",Q,249065,Z,Z,Pressed,/; Z,897,C,,Correct,897.0,/; Z,1,2,1,False,False,True
145,B,1101,1st,n_back1,"LOP_n=2, 8",Q,251021,Z,Z,Pressed,/; Z,351,C,,Correct,351.0,/; Z,1,2,1,False,False,True
148,B,1101,1st,n_back1,"LOP_n=2, 9",Q,253740,Z,Z,Pressed,/; Z,1112,C,,Correct,1112.0,/; Z,1,2,1,False,False,True
151,B,1101,1st,n_back1,"LOP_n=2, 10",Q,256219,Z,Z,Pressed,/; Z,874,C,,Correct,874.0,/; Z,1,2,1,False,False,True
154,B,1101,1st,n_back1,"LOP_n=2, 11",Q,260770,Z,Z,Pressed,/; Z,2943,C,,Correct,2943.0,/; Z,1,2,1,False,False,True
157,B,1101,1st,n_back1,"LOP_n=2, 12",Q,263002,Z,Z,Pressed,/; Z,624,C,,Correct,624.0,/; Z,1,2,1,False,False,True
160,B,1101,1st,n_back1,"LOP_n=2, 13",Q,265163,Z,Z,Pressed,/; Z,554,C,,Correct,554.0,/; Z,1,2,1,False,False,True
163,B,1101,1st,n_back1,"LOP_n=2, 14",Q,267580,Z,Z,Pressed,/; Z,810,C,,Correct,810.0,/; Z,1,2,1,False,False,True
166,B,1101,1st,n_back1,"LOP_n=2, 15",Q,269918,Z,Z,Pressed,/; Z,731,C,,Correct,731.0,/; Z,1,2,1,False,False,True
169,B,1101,1st,n_back1,"LOP_n=2, 16",Q,272710,Z,Z,Pressed,/; Z,1187,C,,Correct,1187.0,/; Z,1,2,1,False,False,True
172,B,1101,1st,n_back1,"LOP_n=2, 17",Q,277998,/,/,Pressed,/; Z,3682,C,,Incorrect,3682.0,/; Z,0,2,1,False,False,True
175,B,1101,1st,n_back1,"LOP_n=2, 18",Q,280930,Z,Z,Pressed,/; Z,1326,C,,Correct,1326.0,/; Z,1,2,1,False,False,True
178,B,1101,1st,n_back1,"LOP_n=2, 19",Q,283632,Z,Z,Pressed,/; Z,1094,C,,Correct,1094.0,/; Z,1,2,1,False,False,True
181,B,1101,1st,n_back1,"LOP_n=2, 20",Q,285575,/,/,Pressed,/; Z,337,C,,Correct,337.0,/; Z,1,2,1,False,False,True
184,B,1101,1st,n_back1,"LOP_n=2, 21",Q,288803,Z,Z,Pressed,/; Z,1621,C,,Correct,1621.0,/; Z,1,2,1,False,False,True
187,B,1101,1st,n_back1,"LOP_n=2, 22",Q,290796,Z,Z,Pressed,/; Z,385,C,,Correct,385.0,/; Z,1,2,1,False,False,True
190,B,1101,1st,n_back1,"LOP_n=2, 23",Q,293206,Z,Z,Pressed,/; Z,803,C,,Correct,803.0,/; Z,1,2,1,False,False,True
193,B,1101,1st,n_back1,"LOP_n=2, 24",Q,295204,Z,Z,Pressed,/; Z,390,C,,Correct,390.0,/; Z,1,2,1,False,False,True
196,B,1101,1st,n_back1,"LOP_n=2, 25",Q,297374,Z,Z,Pressed,/; Z,563,C,,Correct,563.0,/; Z,1,2,1,False,False,True
199,B,1101,1st,n_back1,"LOP_n=2, 26",Q,299271,Z,Z,Pressed,/; Z,290,C,,Correct,290.0,/; Z,1,2,1,False,False,True
202,B,1101,1st,n_back1,"LOP_n=2, 27",Q,301208,/,/,Pressed,/; Z,332,C,,Correct,332.0,/; Z,1,2,1,False,False,True
205,B,1101,1st,n_back1,"LOP_n=2, 28",Q,303176,Z,Z,Pressed,/; Z,360,C,,Correct,360.0,/; Z,1,2,1,False,False,True
208,B,1101,1st,n_back1,"LOP_n=2, 29",Q,305159,Z,Z,Pressed,/; Z,378,C,,Correct,378.0,/; Z,1,2,1,False,False,True
211,B,1101,1st,n_back1,"LOP_n=2, 30",Q,309476,Z,Z,Pressed,/; Z,2708,C,,Correct,2708.0,/; Z,1,2,1,False,False,True
214,B,1101,1st,n_back1,"LOP_n=2, 31",Q,311344,Z,Z,Pressed,/; Z,260,C,,Correct,260.0,/; Z,1,2,1,False,False,True
217,B,1101,1st,n_back1,"LOP_n=2, 32",Q,313658,/,/,Pressed,/; Z,706,C,,Incorrect,706.0,/; Z,0,2,1,False,False,True
220,B,1101,1st,n_back1,"LOP_n=2, 33",Q,317243,Z,Z,Pressed,/; Z,1977,C,,Correct,1977.0,/; Z,1,2,1,False,False,True
223,B,1101,1st,n_back1,"LOP_n=2, 34",Q,319568,Z,Z,Pressed,/; Z,719,C,,Correct,719.0,/; Z,1,2,1,False,False,True
226,B,1101,1st,n_back1,"LOP_n=2, 35",Q,321194,Z,Z,Pressed,/; Z,19,C,,Correct,19.0,/; Z,1,2,1,True,False,False
229,B,1101,1st,n_back1,"LOP_n=2, 36",Q,325836,/,/,Pressed,/; Z,3035,C,,Incorrect,3035.0,/; Z,0,2,1,False,False,True
232,B,1101,1st,n_back1,"LOP_n=2, 37",Q,328044,Z,Z,Pressed,/; Z,602,C,,Correct,602.0,/; Z,1,2,1,False,False,True
235,B,1101,1st,n_back1,"LOP_n=2, 38",Q,330887,Z,Z,Pressed,/; Z,1237,C,,Correct,1237.0,/; Z,1,2,1,False,False,True
238,B,1101,1st,n_back1,"LOP_n=2, 39",Q,332897,Z,Z,Pressed,/; Z,403,C,,Correct,403.0,/; Z,1,2,1,False,False,True
241,B,1101,1st,n_back1,"LOP_n=2, 40",Q,334770,/,/,Pressed,/; Z,266,C,,Correct,266.0,/; Z,1,2,1,False,False,True
244,B,1101,1st,n_back1,"LOP_n=2, 41",Q,337178,Z,Z,Pressed,/; Z,803,C,,Correct,803.0,/; Z,1,2,1,False,False,True
247,B,1101,1st,n_back1,"LOP_n=2, 42",Q,339704,/,/,Pressed,/; Z,920,C,,Correct,920.0,/; Z,1,2,1,False,False,True
250,B,1101,1st,n_back1,"LOP_n=2, 43",Q,341554,Z,Z,Pressed,/; Z,243,C,,Correct,243.0,/; Z,1,2,1,False,False,True
253,B,1101,1st,n_back1,"LOP_n=2, 44",Q,344421,Z,Z,Pressed,/; Z,1260,C,,Correct,1260.0,/; Z,1,2,1,False,False,True
256,B,1101,1st,n_back1,"LOP_n=2, 45",Q,346362,Z,Z,Pressed,/; Z,336,C,,Correct,336.0,/; Z,1,2,1,False,False,True
269,B,1101,1st,n_back1,"LOP_n=3, 1",Q,376394,Z,Z,Pressed,/; Z,1372,C,,Correct,1372.0,/; Z,1,3,1,False,False,True
272,B,1101,1st,n_back1,"LOP_n=3, 2",Q,380278,Z,Z,Pressed,/; Z,2277,C,,Correct,2277.0,/; Z,1,3,1,False,False,True
275,B,1101,1st,n_back1,"LOP_n=3, 3",Q,384192,Z,Z,Pressed,/; Z,2307,C,,Correct,2307.0,/; Z,1,3,1,False,False,True
278,B,1101,1st,n_back1,"LOP_n=3, 4",Q,389381,Z,Z,Pressed,/; Z,3584,C,,Incorrect,3584.0,/; Z,0,3,1,False,False,True
281,B,1101,1st,n_back1,"LOP_n=3, 5",Q,391630,Z,Z,Pressed,/; Z,644,C,,Correct,644.0,/; Z,1,3,1,False,False,True
284,B,1101,1st,n_back1,"LOP_n=3, 6",Q,394899,Z,Z,Pressed,/; Z,1661,C,,Correct,1661.0,/; Z,1,3,1,False,False,True
287,B,1101,1st,n_back1,"LOP_n=3, 7",Q,398799,Z,Z,Pressed,/; Z,2295,C,,Correct,2295.0,/; Z,1,3,1,False,False,True
290,B,1101,1st,n_back1,"LOP_n=3, 8",Q,401887,/,/,Pressed,/; Z,1483,C,,Incorrect,1483.0,/; Z,0,3,1,False,False,True
293,B,1101,1st,n_back1,"LOP_n=3, 9",Q,404360,Z,Z,Pressed,/; Z,868,C,,Correct,868.0,/; Z,1,3,1,False,False,True
296,B,1101,1st,n_back1,"LOP_n=3, 10",Q,408317,Z,Z,Pressed,/; Z,2352,C,,Correct,2352.0,/; Z,1,3,1,False,False,True
299,B,1101,1st,n_back1,"LOP_n=3, 11",Q,410402,Z,Z,Pressed,/; Z,478,C,,Correct,478.0,/; Z,1,3,1,False,False,True
302,B,1101,1st,n_back1,"LOP_n=3, 12",Q,414236,Z,Z,Pressed,/; Z,2227,C,,Correct,2227.0,/; Z,1,3,1,False,False,True
305,B,1101,1st,n_back1,"LOP_n=3, 13",Q,416898,Z,Z,Pressed,/; Z,1055,C,,Correct,1055.0,/; Z,1,3,1,False,False,True
308,B,1101,1st,n_back1,"LOP_n=3, 14",Q,418854,/,/,Pressed,/; Z,349,C,,Correct,349.0,/; Z,1,3,1,False,False,True
311,B,1101,1st,n_back1,"LOP_n=3, 15",Q,420857,Z,Z,Pressed,/; Z,396,C,,Correct,396.0,/; Z,1,3,1,False,False,True
314,B,1101,1st,n_back1,"LOP_n=3, 16",Q,424338,Z,Z,Pressed,/; Z,1874,C,,Correct,1874.0,/; Z,1,3,1,False,False,True
317,B,1101,1st,n_back1,"LOP_n=3, 17",Q,427817,/,/,Pressed,/; Z,1871,C,,Incorrect,1871.0,/; Z,0,3,1,False,False,True
320,B,1101,1st,n_back1,"LOP_n=3, 18",Q,431080,/,/,Pressed,/; Z,1658,C,,Correct,1658.0,/; Z,1,3,1,False,False,True
323,B,1101,1st,n_back1,"LOP_n=3, 19",Q,433171,Z,Z,Pressed,/; Z,486,C,,Correct,486.0,/; Z,1,3,1,False,False,True
326,B,1101,1st,n_back1,"LOP_n=3, 20",Q,435032,Z,Z,Pressed,/; Z,256,C,,Correct,256.0,/; Z,1,3,1,False,False,True
329,B,1101,1st,n_back1,"LOP_n=3, 21",Q,437398,Z,Z,Pressed,/; Z,761,C,,Correct,761.0,/; Z,1,3,1,False,False,True
332,B,1101,1st,n_back1,"LOP_n=3, 22",Q,439489,/,/,Pressed,/; Z,484,C,,Correct,484.0,/; Z,1,3,1,False,False,True
335,B,1101,1st,n_back1,"LOP_n=3, 23",Q,442078,/,/,Pressed,/; Z,984,C,,Incorrect,984.0,/; Z,0,3,1,False,False,True
338,B,1101,1st,n_back1,"LOP_n=3, 24",Q,444294,/,/,Pressed,/; Z,611,C,,Incorrect,611.0,/; Z,0,3,1,False,False,True
341,B,1101,1st,n_back1,"LOP_n=3, 25",Q,447793,Z,Z,Pressed,/; Z,2124,C,,Correct,2124.0,/; Z,1,3,1,False,False,True
344,B,1101,1st,n_back1,"LOP_n=3, 26",Q,450272,/,/,Pressed,/; Z,872,C,,Correct,872.0,/; Z,1,3,1,False,False,True
347,B,1101,1st,n_back1,"LOP_n=3, 27",Q,453135,Z,Z,Pressed,/; Z,1258,C,,Correct,1258.0,/; Z,1,3,1,False,False,True
350,B,1101,1st,n_back1,"LOP_n=3, 28",Q,455429,/,/,Pressed,/; Z,696,C,,Correct,696.0,/; Z,1,3,1,False,False,True
353,B,1101,1st,n_back1,"LOP_n=3, 29",Q,460733,Z,Z,Pressed,/; Z,3697,C,,Correct,3697.0,/; Z,1,3,1,False,False,True
356,B,1101,1st,n_back1,"LOP_n=3, 30",Q,463423,Z,Z,Pressed,/; Z,1083,C,,Correct,1083.0,/; Z,1,3,1,False,False,True
372,B,1101,1st,n_back1,"LOP_n=4, 1",Q,504390,Z,Z,Pressed,/; Z,4560,C,,Correct,4560.0,/; Z,1,4,1,False,False,True
375,B,1101,1st,n_back1,"LOP_n=4, 2",Q,508554,Z,Z,Pressed,/; Z,2557,C,,Correct,2557.0,/; Z,1,4,1,False,False,True
378,B,1101,1st,n_back1,"LOP_n=4, 3",Q,510646,Z,Z,Pressed,/; Z,485,C,,Correct,485.0,/; Z,1,4,1,False,False,True
381,B,1101,1st,n_back1,"LOP_n=4, 4",Q,517141,/,/,Pressed,/; Z,4888,C,,Incorrect,4888.0,/; Z,0,4,1,False,False,True
384,B,1101,1st,n_back1,"LOP_n=4, 5",Q,519155,/,/,Pressed,/; Z,407,C,,Incorrect,407.0,/; Z,0,4,1,False,False,True
387,B,1101,1st,n_back1,"LOP_n=4, 6",Q,522226,Z,Z,Pressed,/; Z,1465,C,,Correct,1465.0,/; Z,1,4,1,False,False,True
390,B,1101,1st,n_back1,"LOP_n=4, 7",Q,524931,Z,Z,Pressed,/; Z,1099,C,,Correct,1099.0,/; Z,1,4,1,False,False,True
393,B,1101,1st,n_back1,"LOP_n=4, 8",Q,527245,/,/,Pressed,/; Z,706,C,,Incorrect,706.0,/; Z,0,4,1,False,False,True
396,B,1101,1st,n_back1,"LOP_n=4, 9",Q,529366,Z,Z,Pressed,/; Z,515,C,,Correct,515.0,/; Z,1,4,1,False,False,True
399,B,1101,1st,n_back1,"LOP_n=4, 10",Q,532183,/,/,Pressed,/; Z,1210,C,,Incorrect,1210.0,/; Z,0,4,1,False,False,True
402,B,1101,1st,n_back1,"LOP_n=4, 11",Q,535660,/,/,Pressed,/; Z,1870,C,,Correct,1870.0,/; Z,1,4,1,False,False,True
405,B,1101,1st,n_back1,"LOP_n=4, 12",Q,537790,/,/,Pressed,/; Z,522,C,,Correct,522.0,/; Z,1,4,1,False,False,True
408,B,1101,1st,n_back1,"LOP_n=4, 13",Q,539690,Z,Z,Pressed,/; Z,295,C,,Incorrect,295.0,/; Z,0,4,1,False,False,True
411,B,1101,1st,n_back1,"LOP_n=4, 14",Q,541556,Z,Z,Pressed,/; Z,258,C,,Correct,258.0,/; Z,1,4,1,False,False,True
414,B,1101,1st,n_back1,"LOP_n=4, 15",Q,543676,Z,Z,Pressed,/; Z,515,C,,Correct,515.0,/; Z,1,4,1,False,False,True
417,B,1101,1st,n_back1,"LOP_n=4, 16",Q,545644,/,/,Pressed,/; Z,362,C,,Incorrect,362.0,/; Z,0,4,1,False,False,True
420,B,1101,1st,n_back1,"LOP_n=4, 17",Q,547429,Z,Z,Pressed,/; Z,178,C,,Correct,178.0,/; Z,1,4,1,False,False,True
423,B,1101,1st,n_back1,"LOP_n=4, 18",Q,549283,Z,Z,Pressed,/; Z,249,C,,Correct,249.0,/; Z,1,4,1,False,False,True
426,B,1101,1st,n_back1,"LOP_n=4, 19",Q,552298,/,/,Pressed,/; Z,1409,C,,Incorrect,1409.0,/; Z,0,4,1,False,False,True
429,B,1101,1st,n_back1,"LOP_n=4, 20",Q,556938,/,/,Pressed,/; Z,3033,C,,Incorrect,3033.0,/; Z,0,4,1,False,False,True
432,B,1101,1st,n_back1,"LOP_n=4, 21",Q,560977,Z,Z,Pressed,/; Z,2432,C,,Correct,2432.0,/; Z,1,4,1,False,False,True
435,B,1101,1st,n_back1,"LOP_n=4, 22",Q,562757,Z,Z,Pressed,/; Z,172,C,,Correct,172.0,/; Z,1,4,1,False,False,True
438,B,1101,1st,n_back1,"LOP_n=4, 23",Q,564875,Z,Z,Pressed,/; Z,512,C,,Correct,512.0,/; Z,1,4,1,False,False,True
441,B,1101,1st,n_back1,"LOP_n=4, 24",Q,566776,Z,Z,Pressed,/; Z,295,C,,Correct,295.0,/; Z,1,4,1,False,False,True
444,B,1101,1st,n_back1,"LOP_n=4, 25",Q,568693,/,/,Pressed,/; Z,834,C,,Incorrect,834.0,/; Z,0,4,1,False,False,True
447,B,1101,1st,n_back1,"LOP_n=4, 26",Q,570808,Z,Z,Pressed,/; Z,508,C,,Correct,508.0,/; Z,1,4,1,False,False,True
450,B,1101,1st,n_back1,"LOP_n=4, 27",Q,572618,Z,Z,Pressed,/; Z,205,C,,Correct,205.0,/; Z,1,4,1,False,False,True
453,B,1101,1st,n_back1,"LOP_n=4, 28",Q,574839,Z,Z,Pressed,/; Z,614,C,,Correct,614.0,/; Z,1,4,1,False,False,True
456,B,1101,1st,n_back1,"LOP_n=4, 29",Q,576864,Z,Z,Pressed,/; Z,420,C,,Correct,420.0,/; Z,1,4,1,False,False,True
459,B,1101,1st,n_back1,"LOP_n=4, 30",Q,579291,/,/,Pressed,/; Z,821,C,,Incorrect,821.0,/; Z,0,4,1,False,False,True
476,B,1101,1st,n_back2,"LOP_n=1, 1",Q,919090,Z,Z,Pressed,/; Z,227,C,,Correct,227.0,/; Z,1,1,1,False,False,True
479,B,1101,1st,n_back2,"LOP_n=1, 2",Q,921602,Z,Z,Pressed,/; Z,905,C,,Correct,905.0,/; Z,1,1,1,False,False,True
482,B,1101,1st,n_back2,"LOP_n=1, 3",Q,923442,Z,Z,Pressed,/; Z,233,C,,Correct,233.0,/; Z,1,1,1,False,False,True
485,B,1101,1st,n_back2,"LOP_n=1, 4",Q,925808,Z,Z,Pressed,/; Z,794,C,,Correct,794.0,/; Z,1,1,1,False,False,True
488,B,1101,1st,n_back2,"LOP_n=1, 5",Q,927699,Z,Z,Pressed,/; Z,285,C,,Correct,285.0,/; Z,1,1,1,False,False,True
491,B,1101,1st,n_back2,"LOP_n=1, 6",Q,929809,Z,Z,Pressed,/; Z,503,C,,Correct,503.0,/; Z,1,1,1,False,False,True
494,B,1101,1st,n_back2,"LOP_n=1, 7",Q,931544,Z,Z,Pressed,/; Z,129,C,,Correct,129.0,/; Z,1,1,1,False,False,True
497,B,1101,1st,n_back2,"LOP_n=1, 8",Q,933411,Z,Z,Pressed,/; Z,261,C,,Correct,261.0,/; Z,1,1,1,False,False,True
500,B,1101,1st,n_back2,"LOP_n=1, 9",Q,935034,Z,Z,Pressed,/; Z,17,C,,Incorrect,17.0,/; Z,0,1,1,True,False,False
503,B,1101,1st,n_back2,"LOP_n=1, 10",Q,937062,/,/,Pressed,/; Z,421,C,,Correct,421.0,/; Z,1,1,1,False,False,True
506,B,1101,1st,n_back2,"LOP_n=1, 11",Q,939016,Z,Z,Pressed,/; Z,347,C,,Correct,347.0,/; Z,1,1,1,False,False,True
509,B,1101,1st,n_back2,"LOP_n=1, 12",Q,941008,/,/,Pressed,/; Z,385,C,,Correct,385.0,/; Z,1,1,1,False,False,True
512,B,1101,1st,n_back2,"LOP_n=1, 13",Q,943187,Z,Z,Pressed,/; Z,571,C,,Correct,571.0,/; Z,1,1,1,False,False,True
515,B,1101,1st,n_back2,"LOP_n=1, 14",Q,945026,Z,Z,Pressed,/; Z,233,C,,Correct,233.0,/; Z,1,1,1,False,False,True
518,B,1101,1st,n_back2,"LOP_n=1, 15",Q,946885,Z,Z,Pressed,/; Z,253,C,,Correct,253.0,/; Z,1,1,1,False,False,True
521,B,1101,1st,n_back2,"LOP_n=1, 16",Q,948749,Z,Z,Pressed,/; Z,258,C,,Correct,258.0,/; Z,1,1,1,False,False,True
524,B,1101,1st,n_back2,"LOP_n=1, 17",Q,950523,Z,Z,Pressed,/; Z,168,C,,Correct,168.0,/; Z,1,1,1,False,False,True
527,B,1101,1st,n_back2,"LOP_n=1, 18",Q,952171,Z,Z,Pressed,/; Z,42,C,,Correct,42.0,/; Z,1,1,1,True,False,False
530,B,1101,1st,n_back2,"LOP_n=1, 19",Q,954014,Z,Z,Pressed,/; Z,235,C,,Correct,235.0,/; Z,1,1,1,False,False,True
533,B,1101,1st,n_back2,"LOP_n=1, 20",Q,955861,Z,Z,Pressed,/; Z,241,C,,Correct,241.0,/; Z,1,1,1,False,False,True
536,B,1101,1st,n_back2,"LOP_n=1, 21",Q,957737,Z,Z,Pressed,/; Z,269,C,,Correct,269.0,/; Z,1,1,1,False,False,True
539,B,1101,1st,n_back2,"LOP_n=1, 22",Q,959597,Z,Z,Pressed,/; Z,253,C,,Correct,253.0,/; Z,1,1,1,False,False,True
542,B,1101,1st,n_back2,"LOP_n=1, 23",Q,961437,Z,Z,Pressed,/; Z,234,C,,Correct,234.0,/; Z,1,1,1,False,False,True
545,B,1101,1st,n_back2,"LOP_n=1, 24",Q,963241,Z,Z,Pressed,/; Z,198,C,,Correct,198.0,/; Z,1,1,1,False,False,True
548,B,1101,1st,n_back2,"LOP_n=1, 25",Q,964982,Z,Z,Pressed,/; Z,133,C,,Correct,133.0,/; Z,1,1,1,False,False,True
551,B,1101,1st,n_back2,"LOP_n=1, 26",Q,966713,Z,Z,Pressed,/; Z,123,C,,Correct,123.0,/; Z,1,1,1,False,False,True
554,B,1101,1st,n_back2,"LOP_n=1, 27",Q,968977,Z,Z,Pressed,/; Z,899,C,,Correct,899.0,/; Z,1,1,1,False,False,True
557,B,1101,1st,n_back2,"LOP_n=1, 28",Q,970879,Z,Z,Pressed,/; Z,294,C,,Correct,294.0,/; Z,1,1,1,False,False,True
560,B,1101,1st,n_back2,"LOP_n=1, 29",Q,972752,Z,Z,Pressed,/; Z,267,C,,Correct,267.0,/; Z,1,1,1,False,False,True
563,B,1101,1st,n_back2,"LOP_n=1, 30",Q,974622,Z,Z,Pressed,/; Z,265,C,,Correct,265.0,/; Z,1,1,1,False,False,True
573,B,1101,1st,n_back2,"LOP_n=2, 1",Q,990948,Z,Z,Pressed,/; Z,5789,C,,Correct,5789.0,/; Z,1,2,1,False,True,False
576,B,1101,1st,n_back2,"LOP_n=2, 2",Q,994470,Z,Z,Pressed,/; Z,1917,C,,Correct,1917.0,/; Z,1,2,1,False,False,True
579,B,1101,1st,n_back2,"LOP_n=2, 3",Q,997019,Z,Z,Pressed,/; Z,942,C,,Correct,942.0,/; Z,1,2,1,False,False,True
582,B,1101,1st,n_back2,"LOP_n=2, 4",Q,1001488,Z,Z,Pressed,/; Z,2862,C,,Correct,2862.0,/; Z,1,2,1,False,False,True
585,B,1101,1st,n_back2,"LOP_n=2, 5",Q,1004560,Z,Z,Pressed,/; Z,1466,C,,Correct,1466.0,/; Z,1,2,1,False,False,True
588,B,1101,1st,n_back2,"LOP_n=2, 6",Q,1007526,Z,Z,Pressed,/; Z,1359,C,,Correct,1359.0,/; Z,1,2,1,False,False,True
591,B,1101,1st,n_back2,"LOP_n=2, 7",Q,1009455,/,/,Pressed,/; Z,323,C,,Correct,323.0,/; Z,1,2,1,False,False,True
594,B,1101,1st,n_back2,"LOP_n=2, 8",Q,1012116,Z,Z,Pressed,/; Z,1055,C,,Correct,1055.0,/; Z,1,2,1,False,False,True
597,B,1101,1st,n_back2,"LOP_n=2, 9",Q,1014723,Z,Z,Pressed,/; Z,999,C,,Correct,999.0,/; Z,1,2,1,False,False,True
